时间(s)	加速度(m/s^2)
9.4500	-1.24643755e-09
9.4600	7.15018087e-12
9.4700	1.58883044e-09
9.4800	1.67012170e-09
9.4900	1.44451522e-09
9.5000	-3.94959344e-10
9.5100	-2.23065119e-09
9.5200	-2.38942969e-09
9.5300	-2.11824856e-09
9.5400	2.54957473e-10
9.5500	2.22317085e-09
9.5600	3.16540283e-09
9.5700	2.68772731e-09
9.5800	4.63832201e-11
9.5900	-2.40272218e-09
9.6000	-4.66670884e-09
9.6100	-4.15577956e-09
9.6200	-1.96308304e-09
9.6300	1.47802101e-09
9.6400	5.36727135e-09
9.6500	5.91150943e-09
9.6600	5.86107867e-09
9.6700	2.34457613e-09
9.6800	-1.16423603e-09
9.6900	-2.91376743e-09
9.7000	-4.00754056e-09
9.7100	-2.28155311e-09
9.7200	-8.53273409e-10
9.7300	-1.13442869e-10
9.7400	-6.86613430e-10
9.7500	-3.10992191e-09
9.7600	-4.86469495e-09
9.7700	-6.02256134e-09
9.7800	-4.10440434e-09
9.7900	-4.67293092e-10
9.8000	3.62555013e-09
9.8100	7.86650625e-09
9.8200	7.45510475e-09
9.8300	6.33573579e-09
9.8400	1.79217552e-09
9.8500	-2.48000291e-09
9.8600	-3.51475733e-09
9.8700	-3.58683928e-09
9.8800	1.67372635e-11
9.8900	2.94597021e-09
9.9000	4.44718142e-09
9.9100	3.44516453e-09
9.9200	-8.21932492e-10
9.9300	-5.04194181e-09
9.9400	-9.22298199e-09
9.9500	-8.83746784e-09
9.9600	-6.10344005e-09
9.9700	-2.70765314e-10
9.9800	6.46883048e-09
9.9900	8.77501285e-09
10.0000	1.05152275e-08
10.0100	5.01795061e-09
10.0200	-4.31101051e-10
10.0300	-5.50238806e-09
10.0400	-8.99251070e-09
10.0500	-7.08032179e-09
10.0600	-3.97685919e-09
10.0700	1.44296891e-09
10.0800	4.93759809e-09
10.0900	6.10594522e-09
10.1000	4.49656526e-09
10.1100	7.57594520e-10
10.1200	-1.74882493e-09
10.1300	-3.67320628e-09
10.1400	-1.48124419e-09
10.1500	1.78880785e-09
10.1600	4.95077972e-09
10.1700	7.99033623e-09
10.1800	5.24972813e-09
10.1900	2.15576099e-09
10.2000	-3.26027984e-09
10.2100	-7.35665946e-09
10.2200	-7.39254299e-09
10.2300	-5.29590314e-09
10.2400	6.16831177e-10
10.2500	5.22463163e-09
10.2600	8.37090616e-09
10.2700	6.77299353e-09
10.2800	1.80823840e-09
10.2900	-4.11274062e-09
10.3000	-1.04472219e-08
10.3100	-1.01385982e-08
10.3200	-8.28506635e-09
10.3300	-8.30210202e-10
10.3400	6.87659221e-09
10.3500	9.34812477e-09
10.3600	1.03940413e-08
10.3700	3.42086761e-09
10.3800	-3.41630335e-09
10.3900	-9.87460958e-09
10.4000	-1.25248215e-08
10.4100	-8.89167786e-09
10.4200	-2.76706635e-09
10.4300	5.94483869e-09
10.4400	1.03132165e-08
10.4500	1.18311546e-08
10.4600	7.07604922e-09
10.4700	-1.55257594e-10
10.4800	-5.60531127e-09
10.4900	-1.06910177e-08
10.5000	-7.31007803e-09
10.5100	-3.28753196e-09
10.5200	2.96180794e-09
10.5300	8.09157065e-09
10.5400	7.74784481e-09
10.5500	6.10128166e-09
10.5600	1.15419732e-09
10.5700	-2.34621553e-09
10.5800	-3.64217656e-09
10.5900	-2.61084990e-09
10.6000	6.61568623e-10
10.6100	2.48320436e-09
10.6200	3.42557780e-09
10.6300	8.15050860e-10
10.6400	-3.07087621e-09
10.6500	-5.86586434e-09
10.6600	-8.46690778e-09
10.6700	-5.58563841e-09
10.6800	-2.40801921e-09
10.6900	1.76622548e-09
10.7000	5.01343731e-09
10.7100	4.27440783e-09
10.7200	2.75172521e-09
10.7300	-5.83155326e-10
10.7400	-2.35010393e-09
10.7500	-1.90769390e-09
10.7600	3.04802434e-10
10.7700	4.09773298e-09
10.7800	5.81575486e-09
10.7900	6.37426896e-09
10.8000	3.20953730e-09
10.8100	-1.16524924e-09
10.8200	-4.28155596e-09
10.8300	-7.20635490e-09
10.8400	-4.32941294e-09
10.8500	-1.21002793e-09
10.8600	3.16571971e-09
10.8700	6.49232136e-09
10.8800	5.81309284e-09
10.8900	3.94780821e-09
10.9000	-4.29124644e-10
10.9100	-3.63847977e-09
10.9200	-5.32490742e-09
10.9300	-4.76582271e-09
10.9400	-2.34838292e-09
10.9500	-3.73647828e-10
10.9600	1.37341057e-09
10.9700	6.39562621e-10
10.9800	-8.20404264e-10
10.9900	-2.12972169e-09
11.0000	-3.41980727e-09
11.0100	-1.72870672e-09
11.0200	-2.02242174e-11
11.0300	1.82441690e-09
11.0400	2.89498745e-09
11.0500	1.32081692e-09
11.0600	-6.85567574e-10
11.0700	-3.53236810e-09
11.0800	-4.73327522e-09
11.0900	-3.94539449e-09
11.1000	-1.22991618e-09
11.1100	2.96338693e-09
11.1200	5.65061335e-09
11.1300	7.62663689e-09
11.1400	5.50710695e-09
11.1500	2.31493204e-09
11.1600	-1.84377044e-09
11.1700	-6.01904722e-09
11.1800	-5.82082970e-09
11.1900	-5.10059708e-09
11.2000	-9.49979522e-10
11.2100	2.78756618e-09
11.2200	5.25412157e-09
11.2300	5.96186075e-09
11.2400	3.52224460e-09
11.2500	2.91549725e-10
11.2600	-3.82515332e-09
11.2700	-5.82224571e-09
11.2800	-6.31509827e-09
11.2900	-3.95618011e-09
11.3000	-3.64063794e-10
11.3100	2.50494716e-09
11.3200	5.20579409e-09
11.3300	3.54833730e-09
11.3400	1.45661043e-09
11.3500	-2.63661615e-09
11.3600	-6.17939275e-09
11.3700	-6.62588815e-09
11.3800	-5.87073232e-09
11.3900	-1.76811953e-09
11.4000	2.05724072e-09
11.4100	5.42513427e-09
11.4200	6.50080612e-09
11.4300	5.19609389e-09
11.4400	2.78815559e-09
11.4500	-3.43774824e-10
11.4600	-1.39067025e-09
11.4700	-1.61452555e-09
11.4800	-3.99640621e-11
11.4900	1.90245541e-09
11.5000	1.95592741e-09
11.5100	1.78587848e-09
11.5200	-2.20571944e-10
11.5300	-1.87039828e-09
11.5400	-1.77672909e-09
11.5500	-1.03071325e-09
11.5600	1.36791412e-09
11.5700	2.84064886e-09
11.5800	2.90249958e-09
11.5900	1.35043615e-09
11.6000	-1.75576682e-09
11.6100	-3.31363040e-09
11.6200	-3.93310647e-09
11.6300	-1.10145532e-09
11.6400	2.96906201e-09
11.6500	5.28089058e-09
11.6600	7.28006338e-09
11.6700	2.75530582e-09
11.6800	-1.98457162e-09
11.6900	-6.22562270e-09
11.7000	-8.76804864e-09
11.7100	-4.00638647e-09
11.7200	1.51577482e-09
11.7300	8.79659033e-09
11.7400	1.16042811e-08
11.7500	8.10893245e-09
11.7600	5.39278603e-10
11.7700	-1.06681477e-08
11.7800	-1.50952209e-08
11.7900	-1.57332732e-08
11.8000	-5.09563076e-09
11.8100	9.20661239e-09
11.8200	1.85521036e-08
11.8300	2.71433064e-08
11.8400	1.48998901e-08
11.8500	1.82350476e-09
11.8600	-1.54029918e-08
11.8700	-2.80717371e-08
11.8800	-2.33381588e-08
11.8900	-1.31711473e-08
11.9000	8.50195835e-09
11.9100	2.37611178e-08
11.9200	3.06542607e-08
11.9300	2.35234616e-08
11.9400	4.78664181e-09
11.9500	-1.25705415e-08
11.9600	-2.92181975e-08
11.9700	-2.49687359e-08
11.9800	-1.46030447e-08
11.9900	5.81910807e-09
12.0000	2.75250645e-08
12.0100	2.82662328e-08
12.0200	2.65878827e-08
12.0300	5.95663948e-09
12.0400	-1.26321639e-08
12.0500	-2.42426310e-08
12.0600	-2.78576233e-08
12.0700	-1.59258592e-08
12.0800	-2.69532379e-09
12.0900	1.21045604e-08
12.1000	1.64891924e-08
12.1100	1.28887978e-08
12.1200	3.22739671e-09
12.1300	-9.29614638e-09
12.1400	-1.19490608e-08
12.1500	-1.20168106e-08
12.1600	-2.01786053e-09
12.1700	8.87690518e-09
12.1800	1.18261255e-08
12.1900	1.31177215e-08
12.2000	3.51635844e-09
12.2100	-5.14770548e-09
12.2200	-1.09277720e-08
12.2300	-1.21138739e-08
12.2400	-5.07919681e-09
12.2500	1.84969152e-09
12.2600	8.66009645e-09
12.2700	7.86801948e-09
12.2800	1.68063278e-09
12.2900	-7.02320845e-09
12.3000	-1.68152462e-08
12.3100	-1.56386230e-08
12.3200	-1.19111484e-08
12.3300	1.51426717e-09
12.3400	1.53673982e-08
12.3500	1.99397221e-08
12.3600	2.19674414e-08
12.3700	9.68175950e-09
12.3800	-2.54934661e-09
12.3900	-1.46284203e-08
12.4000	-2.03257155e-08
12.4100	-1.54930762e-08
12.4200	-6.20244606e-09
12.4300	7.71763608e-09
12.4400	1.46055775e-08
12.4500	1.68786765e-08
12.4600	8.28809092e-09
12.4700	-4.59079121e-09
12.4800	-1.44501700e-08
12.4900	-2.36919231e-08
12.5000	-1.61902050e-08
12.5100	-7.29674036e-09
12.5200	8.04902815e-09
12.5300	2.10080488e-08
12.5400	2.22985240e-08
12.5500	1.90953741e-08
12.5600	4.50837367e-09
12.5700	-8.59115036e-09
12.5800	-1.94240437e-08
12.5900	-2.12652093e-08
12.6000	-1.44476741e-08
12.6100	-3.09834677e-09
12.6200	1.09975213e-08
12.6300	1.62260896e-08
12.6400	1.82715248e-08
12.6500	8.66510538e-09
12.6600	-3.01275480e-09
12.6700	-1.17229533e-08
12.6800	-1.92498220e-08
12.6900	-1.37065427e-08
12.7000	-7.13982388e-09
12.7100	3.82768476e-09
12.7200	1.21322705e-08
12.7300	1.42788472e-08
12.7400	1.26655874e-08
12.7500	5.75437618e-09
12.7600	-6.82038789e-11
12.7700	-4.91879187e-09
12.7800	-5.27970507e-09
12.7900	-3.13168235e-09
12.8000	-5.55019908e-10
12.8100	2.16095045e-09
12.8200	6.40777769e-10
12.8300	-1.52402537e-09
12.8400	-4.52732280e-09
12.8500	-7.09605649e-09
12.8600	-5.33817936e-09
12.8700	-3.13793422e-09
12.8800	7.51352436e-10
12.8900	3.24171057e-09
12.9000	2.76963182e-09
12.9100	7.84515691e-10
12.9200	-3.17412747e-09
12.9300	-4.81808148e-09
12.9400	-4.54643067e-09
12.9500	-2.50543028e-11
12.9600	6.68189520e-09
12.9700	1.17098263e-08
12.9800	1.62463375e-08
12.9900	1.16261104e-08
13.0000	5.83693804e-09
13.0100	-5.06960012e-09
13.0200	-1.49871906e-08
13.0300	-1.71580241e-08
13.0400	-1.64058456e-08
13.0500	-5.66670902e-09
13.0600	5.01948578e-09
13.0700	1.56027382e-08
13.0800	1.95687210e-08
13.0900	1.55388362e-08
13.1000	5.71663447e-09
13.1100	-8.54634355e-09
13.1200	-1.66165250e-08
13.1300	-2.17623304e-08
13.1400	-1.30817630e-08
13.1500	-7.80002879e-10
13.1600	1.28348421e-08
13.1700	2.62435432e-08
13.1800	2.18202210e-08
13.1900	1.56687168e-08
13.2000	-1.83941150e-09
13.2100	-1.65557452e-08
13.2200	-2.26819417e-08
13.2300	-2.13868194e-08
13.2400	-6.81144217e-09
13.2500	7.83524171e-09
13.2600	2.25617891e-08
13.2700	2.45848228e-08
13.2800	1.75924598e-08
13.2900	1.48240285e-09
13.3000	-1.85704406e-08
13.3100	-2.70570779e-08
13.3200	-3.28538999e-08
13.3300	-1.89153121e-08
13.3400	-3.39320905e-09
13.3500	1.14266595e-08
13.3600	2.33717836e-08
13.3700	1.91464697e-08
13.3800	1.25536430e-08
13.3900	-6.34398017e-10
13.4000	-9.66701191e-09
13.4100	-1.18431711e-08
13.4200	-8.63638006e-09
13.4300	1.60397695e-10
13.4400	5.96425186e-09
13.4500	9.80399992e-09
13.4600	6.66640203e-09
13.4700	7.74588629e-10
13.4800	-3.64931329e-09
13.4900	-7.77296060e-09
13.5000	-4.46091985e-09
13.5100	-7.56388099e-10
13.5200	2.05397252e-09
13.5300	3.65665387e-09
13.5400	-6.44874577e-10
13.5500	-4.48593689e-09
13.5600	-7.16048502e-09
13.5700	-5.99880698e-09
13.5800	1.00854903e-09
13.5900	8.31138847e-09
13.6000	1.58987675e-08
13.6100	1.55641722e-08
13.6200	1.04283804e-08
13.6300	-1.19160861e-10
13.6400	-1.26093813e-08
13.6500	-1.59532367e-08
13.6600	-1.76710716e-08
13.6700	-6.00979380e-09
13.6800	5.88313434e-09
13.6900	1.41865586e-08
13.7000	1.94414904e-08
13.7100	1.15879047e-08
13.7200	2.38226481e-09
13.7300	-9.95000071e-09
13.7400	-1.66845665e-08
13.7500	-1.55314644e-08
13.7600	-8.40781929e-09
13.7700	4.04666775e-09
13.7800	1.21088326e-08
13.7900	1.77164644e-08
13.8000	1.25864026e-08
13.8100	3.96659037e-09
13.8200	-6.09844445e-09
13.8300	-1.63834044e-08
13.8400	-1.53597597e-08
13.8500	-1.33671808e-08
13.8600	-4.16057659e-09
13.8700	4.08728081e-09
13.8800	8.67446846e-09
13.8900	1.05459487e-08
13.9000	6.66651926e-09
13.9100	2.24661377e-09
13.9200	-2.87826045e-09
13.9300	-5.34600875e-09
13.9400	-5.61475628e-09
13.9500	-3.91955470e-09
13.9600	-1.21432215e-09
13.9700	5.05235849e-10
13.9800	1.93630373e-09
13.9900	2.03774249e-09
14.0000	1.96944137e-09
14.0100	2.30392924e-09
14.0200	2.63115676e-09
14.0300	2.90151163e-09
14.0400	2.76471716e-09
14.0500	1.23682907e-09
14.0600	-5.12669712e-10
14.0700	-2.69307818e-09
14.0800	-3.65593700e-09
14.0900	-3.14759000e-09
14.1000	-1.03136344e-09
14.1100	2.31757080e-09
14.1200	4.45008653e-09
14.1300	6.00818241e-09
14.1400	3.52275448e-09
14.1500	-2.16915992e-11
14.1600	-4.68169159e-09
14.1700	-9.34673544e-09
14.1800	-8.23147619e-09
14.1900	-6.29954127e-09
14.2000	9.99119520e-10
14.2100	7.69863146e-09
14.2200	1.25546085e-08
14.2300	1.41054830e-08
14.2400	9.74196359e-09
14.2500	3.32129881e-09
14.2600	-5.40336876e-09
14.2700	-1.03941975e-08
14.2800	-1.27352051e-08
14.2900	-9.09795167e-09
14.3000	-2.87550427e-09
14.3100	2.80387234e-09
14.3200	8.35695341e-09
14.3300	6.34202226e-09
14.3400	3.56771850e-09
14.3500	-2.81676551e-09
14.3600	-8.36952316e-09
14.3700	-9.24382008e-09
14.3800	-8.42797573e-09
14.3900	-2.90388071e-09
14.4000	2.20051136e-09
14.4100	6.61239357e-09
14.4200	8.27916589e-09
14.4300	7.09524719e-09
14.4400	4.61612998e-09
14.4500	1.28703874e-09
14.4600	-4.72480880e-10
14.4700	-1.61243276e-09
14.4800	-1.42368478e-09
14.4900	-9.63157285e-10
14.5000	-7.94118533e-10
14.5100	-6.08565239e-10
14.5200	1.43719166e-10
14.5300	1.08602804e-09
14.5400	2.95734543e-09
14.5500	4.27520626e-09
14.5600	4.19097716e-09
14.5700	2.57939206e-09
14.5800	-1.35959266e-09
14.5900	-5.04326614e-09
14.6000	-8.48108435e-09
14.6100	-8.25755216e-09
14.6200	-5.81501972e-09
14.6300	-8.84708636e-10
14.6400	4.93865120e-09
14.6500	6.79666748e-09
14.6600	7.94973380e-09
14.6700	2.68290429e-09
14.6800	-2.77612744e-09
14.6900	-7.50556883e-09
14.7000	-1.08567905e-08
14.7100	-8.28166722e-09
14.7200	-4.50836710e-09
14.7300	2.03571703e-09
14.7400	6.89672574e-09
14.7500	9.38612818e-09
14.7600	8.67740353e-09
14.7700	5.11320826e-09
14.7800	1.05960932e-09
14.7900	-3.26747989e-09
14.8000	-4.55608076e-09
14.8100	-4.85717290e-09
14.8200	-2.27432718e-09
14.8300	7.47378654e-10
14.8400	3.37986780e-09
14.8500	5.73188316e-09
14.8600	5.46320555e-09
14.8700	4.63370729e-09
14.8800	1.66289378e-09
14.8900	-1.40744132e-09
14.9000	-4.68852801e-09
14.9100	-6.87654222e-09
14.9200	-7.63880969e-09
14.9300	-6.83623238e-09
14.9400	-4.73861112e-09
14.9500	-2.65990609e-09
14.9600	-5.90929406e-10
14.9700	-2.83315581e-10
14.9800	-4.91222592e-10
14.9900	-1.10078887e-09
15.0000	-1.76163079e-09
15.0100	-6.80779029e-11
15.0200	1.72082139e-09
15.0300	4.25660087e-09
15.0400	6.06764704e-09
15.0500	5.40252111e-09
15.0600	3.75980041e-09
15.0700	2.16200990e-10
15.0800	-2.36434336e-09
15.0900	-3.78119618e-09
15.1000	-2.96588673e-09
15.1100	-4.39252874e-10
15.1200	1.63070686e-09
15.1300	3.48501493e-09
15.1400	1.97225068e-09
15.1500	-4.22365836e-10
15.1600	-3.41860191e-09
15.1700	-6.39642271e-09
15.1800	-5.15787702e-09
15.1900	-3.60271347e-09
15.2000	3.30817291e-11
15.2100	2.92806067e-09
15.2200	3.54360498e-09
15.2300	3.21967338e-09
15.2400	1.21457433e-09
15.2500	4.84682175e-10
15.2600	1.18302173e-09
15.2700	3.65467487e-09
15.2800	7.38480862e-09
15.2900	8.84036844e-09
15.3000	9.31232873e-09
15.3100	5.14314328e-09
15.3200	-1.05378387e-10
15.3300	-4.55830181e-09
15.3400	-8.68768514e-09
15.3500	-6.22293959e-09
15.3600	-3.34330169e-09
15.3700	1.87010566e-09
15.3800	5.66724056e-09
15.3900	5.51904507e-09
15.4000	3.39509593e-09
15.4100	-1.98884671e-09
15.4200	-6.14357189e-09
15.4300	-9.02180199e-09
15.4400	-8.21969496e-09
15.4500	-5.00236669e-09
15.4600	-1.01995378e-09
15.4700	3.26446622e-09
15.4800	4.00499578e-09
15.4900	4.02063865e-09
15.5000	1.36184381e-09
15.5100	-1.36521958e-09
15.5200	-2.55565431e-09
15.5300	-3.31830565e-09
15.5400	-1.98957154e-09
15.5500	-6.32509805e-10
15.5600	7.96315257e-10
15.5700	1.65402619e-09
15.5800	1.64146798e-09
15.5900	1.09727003e-09
15.6000	4.11227058e-11
15.6100	-1.08424943e-09
15.6200	-2.25157599e-09
15.6300	-2.68324083e-09
15.6400	-2.85082198e-09
15.6500	-1.60097762e-09
15.6600	-9.91465107e-11
15.6700	1.39461946e-09
15.6800	2.66018491e-09
15.6900	1.13416843e-09
15.7000	-8.44913916e-10
15.7100	-4.77217947e-09
15.7200	-7.80098671e-09
15.7300	-8.75210911e-09
15.7400	-7.20403299e-09
15.7500	-2.13435895e-09
15.7600	3.47256886e-09
15.7700	9.55918753e-09
15.7800	1.17027790e-08
15.7900	1.16429141e-08
15.8000	7.58371207e-09
15.8100	2.22472547e-09
15.8200	-9.97443417e-10
15.8300	-3.89444439e-09
15.8400	-1.08928092e-09
15.8500	1.85577340e-09
15.8600	5.09107261e-09
15.8700	7.26805642e-09
15.8800	5.40419958e-09
15.8900	2.75827822e-09
15.9000	-1.54377976e-09
15.9100	-4.33643682e-09
15.9200	-5.16031008e-09
15.9300	-3.98166018e-09
15.9400	-1.14574975e-09
15.9500	9.84962605e-10
15.9600	2.75300167e-09
15.9700	2.23362932e-09
15.9800	1.04477069e-09
15.9900	-4.11765055e-10
16.0000	-1.90247235e-09
16.0100	-2.02239848e-09
16.0200	-2.15666045e-09
16.0300	-2.40321972e-09
16.0400	-2.79157361e-09
16.0500	-3.66439242e-09
16.0600	-3.98193520e-09
16.0700	-3.21977459e-09
16.0800	-1.46839288e-09
16.0900	1.47829763e-09
16.1000	3.62311067e-09
16.1100	5.15315099e-09
16.1200	3.89131279e-09
16.1300	1.31108752e-09
16.1400	-2.17131058e-09
16.1500	-5.88999203e-09
16.1600	-6.35474832e-09
16.1700	-6.42162409e-09
16.1800	-3.42414110e-09
16.1900	-6.33572953e-10
16.2000	7.97269078e-10
16.2100	1.47262798e-09
16.2200	-1.76576582e-10
16.2300	-1.60522837e-09
16.2400	-2.63920676e-09
16.2500	-2.20458917e-09
16.2600	-1.25144075e-10
16.2700	2.02163811e-09
16.2800	4.21620791e-09
16.2900	3.98546695e-09
16.3000	2.70594295e-09
16.3100	2.19217921e-10
16.3200	-2.54825154e-09
16.3300	-2.35584300e-09
16.3400	-1.81168402e-09
16.3500	1.54073241e-09
16.3600	4.55377397e-09
16.3700	5.65783189e-09
16.3800	5.73772244e-09
16.3900	2.96457530e-09
16.4000	6.90653983e-10
16.4100	-7.59544736e-10
16.4200	3.02589970e-10
16.4300	3.97368631e-09
16.4400	7.72293559e-09
16.4500	1.15234728e-08
16.4600	1.01119867e-08
16.4700	6.64312308e-09
16.4800	-1.02879305e-09
16.4900	-9.56042447e-09
16.5000	-1.29724522e-08
16.5100	-1.55456420e-08
16.5200	-9.25780444e-09
16.5300	-2.93837306e-09
16.5400	3.53551676e-09
16.5500	7.38704045e-09
16.5600	4.59523658e-09
16.5700	-5.38763806e-11
16.5800	-7.53317463e-09
16.5900	-1.11658107e-08
16.6000	-1.10942536e-08
16.6100	-5.46895864e-09
16.6200	3.52223808e-09
16.6300	9.99977209e-09
16.6400	1.55749656e-08
16.6500	1.13351181e-08
16.6600	5.35037445e-09
16.6700	-3.89550708e-09
16.6800	-1.25750282e-08
16.6900	-1.27500096e-08
16.7000	-1.13827696e-08
16.7100	-3.38397755e-09
16.7200	3.43525809e-09
16.7300	7.52676949e-09
16.7400	7.98747184e-09
16.7500	3.33203416e-09
16.7600	-1.42956001e-09
16.7700	-6.28593677e-09
16.7800	-6.18754213e-09
16.7900	-3.32030466e-09
16.8000	2.05846047e-09
16.8100	8.25347207e-09
16.8200	9.44321368e-09
16.8300	9.87128375e-09
16.8400	4.52113122e-09
16.8500	-7.53947974e-10
16.8600	-4.24157436e-09
16.8700	-6.56066620e-09
16.8800	-4.41808065e-09
16.8900	-1.92430704e-09
16.9000	1.31315896e-09
16.9100	3.16543418e-09
16.9200	3.21093885e-09
16.9300	2.50165316e-09
16.9400	1.16771340e-09
16.9500	7.78286072e-10
16.9600	8.74608006e-10
16.9700	6.89600675e-10
16.9800	4.22253071e-10
16.9900	-2.31779477e-09
17.0000	-5.37350647e-09
17.0100	-8.04175942e-09
17.0200	-1.00690698e-08
17.0300	-7.07566384e-09
17.0400	-3.18948059e-09
17.0500	3.74702488e-09
17.0600	9.14355486e-09
17.0700	1.15456881e-08
17.0800	1.01794549e-08
17.0900	4.25977912e-09
17.1000	-2.14845348e-09
17.1100	-8.93124631e-09
17.1200	-9.90242631e-09
17.1300	-8.12923360e-09
17.1400	-1.13351295e-09
17.1500	7.23001263e-09
17.1600	1.11303063e-08
17.1700	1.43721920e-08
17.1800	7.55270565e-09
17.1900	5.37405698e-10
17.2000	-7.76466967e-09
17.2100	-1.37277999e-08
17.2200	-1.24941757e-08
17.2300	-8.63258531e-09
17.2400	-6.83185437e-11
17.2500	6.17555935e-09
17.2600	9.82060170e-09
17.2700	7.88899594e-09
17.2800	1.99976894e-09
17.2900	-3.91663776e-09
17.3000	-9.84479784e-09
17.3100	-8.37745329e-09
17.3200	-5.19022394e-09
17.3300	1.75043424e-09
17.3400	8.71814558e-09
17.3500	8.56245224e-09
17.3600	7.27865748e-09
17.3700	-3.50707733e-10
17.3800	-6.85318293e-09
17.3900	-1.02164645e-08
17.4000	-9.87263620e-09
17.4100	-3.41207656e-09
17.4200	3.25093000e-09
17.4300	1.01241699e-08
17.4400	1.11257460e-08
17.4500	8.27404269e-09
17.4600	1.74899181e-09
17.4700	-6.22606469e-09
17.4800	-8.38387078e-09
17.4900	-9.35178474e-09
17.5000	-2.75342057e-09
17.5100	4.11349645e-09
17.5200	7.89001639e-09
17.5300	1.01235011e-08
17.5400	4.81325775e-09
17.5500	-6.41605910e-10
17.5600	-6.46284115e-09
17.5700	-8.75242512e-09
17.5800	-5.66044524e-09
17.5900	-2.29361526e-10
17.6000	7.45419256e-09
17.6100	1.09037707e-08
17.6200	1.17873027e-08
17.6300	6.58132109e-09
17.6400	-8.10639807e-10
17.6500	-6.83779261e-09
17.6600	-1.26223129e-08
17.6700	-1.06959851e-08
17.6800	-8.22771754e-09
17.6900	-2.82491871e-09
17.7000	1.88877183e-09
17.7100	3.63929680e-09
17.7200	4.51898917e-09
17.7300	3.38488114e-09
17.7400	2.71154333e-09
17.7500	2.68747264e-09
17.7600	2.70012235e-09
17.7700	2.74555813e-09
17.7800	7.55294197e-10
17.7900	-2.37256663e-09
17.8000	-5.91056519e-09
17.8100	-9.58185850e-09
17.8200	-8.42476234e-09
17.8300	-6.53291125e-09
17.8400	5.07729301e-11
17.8500	6.38866274e-09
17.8600	9.50074202e-09
17.8700	1.10567078e-08
17.8800	6.67114945e-09
17.8900	2.02804100e-09
17.9000	-3.16046761e-09
17.9100	-5.53406792e-09
17.9200	-4.23604870e-09
17.9300	-1.08726384e-09
17.9400	3.59318913e-09
17.9500	5.17217550e-09
17.9600	5.15612189e-09
17.9700	1.57278971e-09
17.9800	-3.05462401e-09
17.9900	-4.77192405e-09
18.0000	-6.11772022e-09
18.0100	-1.77744082e-09
18.0200	2.36439512e-09
18.0300	4.95175725e-09
18.0400	6.00377741e-09
18.0500	1.81004582e-09
18.0600	-2.50807910e-09
18.0700	-7.06807993e-09
18.0800	-8.13347870e-09
18.0900	-4.97623331e-09
18.1000	3.56552193e-10
18.1100	7.35725179e-09
18.1200	9.64861028e-09
18.1300	9.71611325e-09
18.1400	3.72875438e-09
18.1500	-3.84440165e-09
18.1600	-8.05735811e-09
18.1700	-1.17353659e-08
18.1800	-5.79712438e-09
18.1900	2.22810769e-10
18.2000	6.77958961e-09
18.2100	1.08442084e-08
18.2200	7.24064223e-09
18.2300	1.62563562e-09
18.2400	-7.58879081e-09
18.2500	-1.29762080e-08
18.2600	-1.40773747e-08
18.2700	-8.99469344e-09
18.2800	4.76525174e-10
18.2900	8.45545782e-09
18.3000	1.57890776e-08
18.3100	1.36944229e-08
18.3200	9.40714618e-09
18.3300	7.35282344e-10
18.3400	-8.00471076e-09
18.3500	-9.35490040e-09
18.3600	-9.48893217e-09
18.3700	-2.78207593e-09
18.3800	3.24762614e-09
18.3900	7.39097015e-09
18.4000	8.46669883e-09
18.4100	4.48086218e-09
18.4200	-3.56868637e-10
18.4300	-6.07925880e-09
18.4400	-7.98508263e-09
18.4500	-7.38628480e-09
18.4600	-3.11737721e-09
18.4700	2.60025792e-09
18.4800	6.16405532e-09
18.4900	9.28729501e-09
18.5000	6.22133999e-09
18.5100	2.63001610e-09
18.5200	-3.52826110e-09
18.5300	-9.02199339e-09
18.5400	-1.12668394e-08
18.5500	-1.17002508e-08
18.5600	-7.54469438e-09
18.5700	-2.45451208e-09
18.5800	4.05986199e-09
18.5900	8.37857494e-09
18.6000	1.05829475e-08
18.6100	8.79629121e-09
18.6200	4.59082945e-09
18.6300	-3.13005672e-10
18.6400	-5.46753892e-09
18.6500	-5.82629988e-09
18.6600	-5.33247910e-09
18.6700	-6.28303848e-10
18.6800	3.99175280e-09
18.6900	5.55873528e-09
18.7000	5.99987795e-09
18.7100	1.59990948e-09
18.7200	-2.53079885e-09
18.7300	-6.03884308e-09
18.7400	-6.75960254e-09
18.7500	-3.55282438e-09
18.7600	5.74441845e-10
